City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,bubaque,11.2833,-15.8333,83.55,70,100,7.4,GW,overcast clouds
359,chimbote,-9.0853,-78.5783,64.45,93,48,12.15,PE,scattered clouds
360,port saint john's,-31.6229,29.5448,53.08,93,83,2.89,ZA,broken clouds
361,pudozh,61.8099,36.5345,26.94,79,50,5.01,RU,scattered clouds
362,ouled mimoun,34.9047,-1.0339,57.22,83,79,3.09,DZ,broken clouds
363,rakops,-21.0167,24.3333,65.07,80,72,21.63,BW,broken clouds
364,kaoma,-14.7833,24.8,69.46,70,100,8.14,ZM,overcast clouds
365,ta`u,-14.2336,-169.5144,80.82,81,12,24.94,AS,light rain
366,gubkinskiy,64.434,76.5026,8.31,94,9,4.41,RU,clear sky
367,ganj dundwara,27.7333,78.95,71.69,48,73,3.67,IN,broken clouds
368,santa rosa,14.3122,121.1114,80.58,87,64,4.94,PH,broken clouds
369,pisco,-13.7,-76.2167,71.02,73,79,24.16,PE,dust
370,salinopolis,-0.6136,-47.3561,81.45,79,0,12.84,BR,clear sky
371,peniche,39.3558,-9.3811,59.45,91,100,6.67,PT,overcast clouds
372,tabou,4.423,-7.3528,76.71,91,81,3.06,CI,broken clouds
373,aoulef,26.9667,1.0833,85.75,13,98,4.97,DZ,overcast clouds
374,kayes,14.0,-11.0,79.29,65,45,3.4,ML,scattered clouds
375,nguigmi,14.2495,13.1092,85.05,19,51,11.07,NE,broken clouds
376,la nucia,38.6137,-0.1269,66.02,53,37,11.52,ES,scattered clouds
377,kaiapoi,-43.3783,172.6401,66.7,85,100,16.11,NZ,overcast clouds
378,sungai penuh,-2.0833,101.3833,62.19,90,91,3.09,ID,overcast clouds
379,vilyuysk,63.7553,121.6247,-1.26,100,87,2.66,RU,overcast clouds
380,kayyerkan,69.3786,87.7439,1.29,84,100,4.85,RU,overcast clouds
381,manicore,-5.8092,-61.3003,78.28,85,100,3.44,BR,light rain
382,happy valley-goose bay,53.3168,-60.3315,29.41,61,27,10.49,CA,scattered clouds
383,parauapebas,-6.0675,-49.9022,85.98,69,85,0.0,BR,smoke
384,at taj,24.2049,23.2857,70.43,32,0,9.66,LY,clear sky
385,fenoarivo be,-18.4333,46.5667,69.96,76,71,2.73,MG,broken clouds
386,boca do acre,-8.7522,-67.3978,89.89,44,100,0.81,BR,overcast clouds
387,guiuan,11.0333,125.7247,75.61,99,100,1.77,PH,overcast clouds
388,novoishimskiy,53.1981,66.7694,32.04,91,100,11.65,KZ,overcast clouds
389,puerto aysen,-45.4,-72.7,47.39,94,24,1.12,CL,light rain
390,port blair,11.6667,92.75,78.84,89,40,3.44,IN,mist
391,paracuru,-3.41,-39.0306,81.1,76,96,12.08,BR,overcast clouds
392,pangkalanbuun,-2.6833,111.6167,74.23,97,95,2.13,ID,overcast clouds
393,mapimi,25.8167,-103.85,49.75,83,100,9.22,MX,overcast clouds
394,saint-pierre,-21.3393,55.4781,74.88,69,40,6.91,RE,scattered clouds
395,manokwari,-0.8667,134.0833,79.21,79,100,1.28,ID,overcast clouds
396,bengkulu,-3.8004,102.2655,73.33,94,88,2.13,ID,overcast clouds
397,sinabang,2.4803,96.3801,76.59,90,100,3.47,ID,light rain
398,tuensang,26.2833,94.8333,60.01,80,12,3.62,IN,few clouds
399,bodo,67.28,14.405,26.78,81,0,13.8,NO,clear sky
400,ifanadiana,-21.3,47.6333,69.98,97,90,0.25,MG,light rain
401,gebeit,21.0667,36.3167,74.37,73,0,9.04,SD,clear sky
402,thinadhoo,0.5333,72.9333,80.76,79,43,8.1,MV,scattered clouds
403,port augusta,-32.5,137.7667,58.23,68,35,11.3,AU,scattered clouds
404,milledgeville,33.0801,-83.2321,82.49,58,0,4.61,US,clear sky
405,island harbour,50.724,-1.2758,51.98,94,11,5.19,GB,few clouds
406,rio grande,-32.035,-52.0986,68.11,92,100,9.33,BR,light rain
407,santo antonio do amparo,-20.9464,-44.9189,70.57,84,100,4.99,BR,overcast clouds
408,daru,-9.0763,143.2092,79.03,78,100,14.58,PG,overcast clouds
409,uturoa,-16.7333,-151.4333,79.09,79,11,18.23,PF,few clouds
410,hammond,41.5834,-87.5,42.24,40,0,11.5,US,clear sky
411,ardatov,55.2421,43.097,41.86,99,100,12.24,RU,overcast clouds
412,ocean shores,46.9737,-124.1563,61.95,59,0,9.22,US,clear sky
413,phang nga,8.4509,98.5298,77.04,94,100,4.45,TH,overcast clouds
414,meulaboh,4.1363,96.1285,75.16,92,100,2.15,ID,overcast clouds
415,arteche,12.2645,125.4048,78.17,91,100,7.96,PH,overcast clouds
416,usogorsk,63.4106,48.6872,25.66,83,100,2.53,RU,overcast clouds
417,saint-paul,-21.0096,55.2707,75.31,87,40,3.0,RE,scattered clouds
418,paita,-5.0892,-81.1144,66.78,92,78,19.71,PE,broken clouds
419,ikryanoye,46.0932,47.7308,40.98,70,0,8.01,RU,clear sky
420,kedrovyy,56.1667,91.8167,9.01,72,100,9.82,RU,overcast clouds
421,aykhal,66.0,111.5,-5.58,99,100,5.82,RU,overcast clouds
422,byron bay,-28.65,153.6167,79.72,45,2,4.43,AU,clear sky
423,sidi aissa,35.8855,3.7724,63.81,62,76,4.83,DZ,broken clouds
424,ceeldheer,3.8488,47.1806,80.19,81,19,7.25,SO,few clouds
425,banda aceh,5.5577,95.3222,78.82,82,100,4.74,ID,overcast clouds
426,barakani,-12.1356,44.4317,79.21,79,42,3.27,KM,light rain
427,weno,7.4515,151.8468,83.39,76,47,12.19,FM,light rain
428,waddan,29.1614,16.139,73.08,36,99,6.93,LY,overcast clouds
429,mil'kovo,55.6078,37.7956,49.41,100,100,11.16,RU,overcast clouds
430,tevriz,57.509,72.4042,14.79,93,59,7.47,RU,broken clouds
431,horta,38.5333,-28.6333,67.01,81,33,15.01,PT,scattered clouds
432,homer,59.6425,-151.5483,50.77,73,0,1.99,US,clear sky
433,shingu,33.7333,135.9833,59.13,74,68,4.16,JP,broken clouds
434,morondava,-20.2833,44.2833,75.67,69,4,8.25,MG,clear sky
435,colares,38.7992,-9.4469,61.79,81,100,11.99,PT,overcast clouds
436,lagoa,39.05,-27.9833,65.66,79,22,23.4,PT,few clouds
437,dongsheng,39.8161,109.9776,47.61,36,11,10.33,CN,few clouds
438,darya khan,31.7912,71.1039,75.56,34,3,1.99,PK,clear sky
439,zarnesti,45.3,26.8667,57.15,56,57,4.45,RO,broken clouds
440,lhokseumawe,5.1801,97.1507,78.19,85,100,2.35,ID,overcast clouds
441,antsiranana,-12.2787,49.2917,76.37,80,100,13.2,MG,overcast clouds
442,bagan serai,5.0108,100.541,80.62,100,87,2.98,MY,overcast clouds
443,temiskaming shores,47.4938,-79.7153,30.0,71,100,5.48,CA,overcast clouds
444,nuevo ideal,24.8875,-105.0728,63.21,69,78,7.29,MX,broken clouds
445,shakawe,-18.3667,21.85,76.42,52,71,9.08,BW,broken clouds
446,opuwo,-18.0607,13.84,71.33,14,1,6.38,NA,clear sky
447,kudahuvadhoo,2.6708,72.8944,81.64,72,37,6.71,MV,scattered clouds
448,krasnoshchekovo,51.6708,82.7289,45.86,87,100,11.74,RU,overcast clouds
449,san jose de jachal,-30.2406,-68.7469,67.75,23,3,9.06,AR,clear sky
450,newman,37.3138,-121.0208,75.24,32,1,3.0,US,clear sky
451,znojmo,48.8555,16.0488,61.02,74,81,14.67,CZ,broken clouds
452,nova sintra,14.8667,-24.7167,74.12,67,31,2.82,CV,scattered clouds
453,kristiansund,63.1115,7.732,29.05,74,0,3.44,NO,clear sky
454,paciran,-6.8767,112.3761,81.7,78,20,12.1,ID,few clouds
455,aldan,58.6031,125.3894,-3.84,93,14,5.64,RU,few clouds
456,staritsa,56.5075,34.9354,41.58,95,99,8.16,RU,overcast clouds
457,faya-largeau,17.9257,19.1043,80.42,17,3,15.5,TD,clear sky
458,brisas de zicatela,15.8369,-97.0419,86.52,54,20,8.05,MX,light rain
459,suyan,6.0603,125.3853,76.5,88,87,0.94,PH,overcast clouds
460,katabu,-4.9333,122.5167,76.15,88,21,2.46,ID,few clouds
461,severo-yeniseyskiy,60.3725,93.0408,-1.46,99,75,2.24,RU,broken clouds
462,kununurra,-15.7667,128.7333,78.78,83,58,8.05,AU,broken clouds
463,yabelo,4.8833,38.0833,59.02,91,70,9.84,ET,light rain
464,san andres,12.5847,-81.7006,83.48,69,100,3.6,CO,overcast clouds
465,zelenoborskiy,66.845,32.3622,14.67,91,37,3.76,RU,scattered clouds
466,zvornik,44.3869,19.1014,56.05,47,72,7.78,BA,broken clouds
467,santo domingo de la calzada,42.4285,-2.9555,50.07,69,3,20.04,ES,clear sky
468,dalandzadgad,43.5708,104.425,41.54,63,9,6.71,MN,clear sky
469,piacabucu,-10.4056,-36.4344,72.72,79,58,6.2,BR,broken clouds
470,balabac,7.9868,117.0645,83.19,76,84,14.67,PH,broken clouds
471,emerald,-23.5333,148.1667,75.34,42,3,8.46,AU,clear sky
472,verkhnevilyuysk,63.4453,120.3167,4.08,98,92,2.37,RU,overcast clouds
473,laojunmiao,39.8333,97.7333,44.73,30,54,4.32,CN,broken clouds
474,maricopa,33.0581,-112.0476,80.8,19,0,6.91,US,clear sky
475,hanzhong,33.0728,107.0303,59.94,74,100,0.2,CN,overcast clouds
476,spring creek,40.7266,-115.5859,48.29,18,1,4.59,US,clear sky
477,junin de los andes,-39.9504,-71.0694,41.74,58,17,10.16,AR,few clouds
478,yanchep,-31.55,115.6833,56.21,64,28,17.52,AU,scattered clouds
479,north battleford,52.7834,-108.2847,27.41,46,0,6.91,CA,clear sky
480,bakani,24.2833,76.2333,71.04,45,97,5.7,IN,overcast clouds
481,marsa alam,25.0757,34.8918,77.94,69,0,2.08,EG,clear sky
482,porto novo,6.4965,2.6036,80.62,83,92,5.01,BJ,overcast clouds
483,suances,43.4334,-4.0434,58.84,80,75,5.75,ES,broken clouds
484,georgetown,5.4112,100.3354,80.53,89,20,5.75,MY,few clouds
485,awjilah,29.1081,21.2869,71.91,53,99,7.74,LY,overcast clouds
486,vadso,70.0744,29.7487,30.36,86,75,9.22,NO,broken clouds
487,agat village,13.3886,144.6585,85.14,88,40,6.91,GU,scattered clouds
488,great falls,47.5002,-111.3008,40.39,56,0,9.22,US,clear sky
489,cruzeiro do sul,-29.5128,-51.9853,74.48,79,93,1.14,BR,overcast clouds
490,hamina,60.5697,27.1979,25.88,89,85,8.93,FI,overcast clouds
491,muisne,0.6,-80.0333,77.61,83,100,9.44,EC,overcast clouds
492,damghan,36.1683,54.348,58.3,65,100,9.15,IR,overcast clouds
493,georgiyevka,43.0369,74.7114,53.64,82,100,2.24,KZ,mist
494,flekkefjord,58.2971,6.6607,38.95,86,99,3.44,NO,overcast clouds
495,oum hadjer,13.2954,19.6966,85.57,17,78,9.66,TD,broken clouds
496,kidderminster,52.3882,-2.25,50.2,93,44,3.94,GB,scattered clouds
497,kondopoga,62.2057,34.2614,24.48,97,57,1.23,RU,broken clouds
498,seaside,36.6111,-121.8516,80.76,21,0,4.61,US,clear sky
499,neryungri,56.6709,124.6491,-10.1,93,26,2.91,RU,scattered clouds
500,karasburg,-28.0167,18.75,64.26,16,1,12.62,NA,clear sky
501,mbandaka,0.0487,18.2603,75.4,80,33,0.89,CD,scattered clouds
502,mwinilunga,-11.7358,24.4293,63.57,82,92,2.53,ZM,overcast clouds
503,huangmei,30.1924,116.025,64.49,67,0,1.86,CN,clear sky
504,laem sing,12.4816,102.0738,78.03,89,100,9.13,TH,overcast clouds
505,thirsk,54.233,-1.3441,46.54,90,100,6.91,GB,overcast clouds
506,quepos,9.4236,-84.1652,77.27,90,100,4.23,CR,overcast clouds
507,bargaal,11.2864,51.0773,79.72,83,74,3.8,SO,broken clouds
508,la passe,45.5549,-0.8967,56.98,82,68,25.23,FR,moderate rain
509,sisimiut,66.9395,-53.6735,28.87,63,71,8.3,GL,broken clouds
510,vysokovsk,56.3167,36.55,42.35,95,97,12.06,RU,overcast clouds
511,vila do maio,15.1333,-23.2167,79.59,69,4,6.87,CV,clear sky
512,alofi,-19.0595,-169.9187,80.49,65,75,16.11,NU,broken clouds
513,west end,26.6833,-78.9667,78.78,82,41,15.68,BS,scattered clouds
514,mana,5.6592,-53.7767,80.69,84,8,10.47,GF,clear sky
515,borba,-4.3878,-59.5939,73.45,95,99,5.7,BR,overcast clouds
516,castillos,-34.1667,-53.8333,56.3,92,100,19.64,UY,overcast clouds
517,novopskov,49.5464,39.0899,53.51,69,100,11.86,UA,overcast clouds
518,tibu,8.639,-72.7358,82.45,81,54,3.31,CO,broken clouds
519,putina,-15.4667,-69.4333,57.09,44,42,12.39,PE,scattered clouds
520,forster,-32.1667,152.5167,77.63,35,70,4.25,AU,broken clouds
521,nuku'alofa,-21.1333,-175.2,74.39,89,98,19.13,TO,overcast clouds
522,xincheng,33.6333,115.1833,62.35,65,0,8.3,CN,clear sky
523,tikhvin,59.6451,33.5294,28.22,98,100,2.17,RU,overcast clouds
524,puerto lopez,4.0845,-72.956,86.11,69,100,1.72,CO,overcast clouds
525,argo,37.6333,22.7333,65.95,73,0,4.41,GR,clear sky
526,mersing,2.4312,103.8405,77.65,87,100,2.71,MY,overcast clouds
527,zvishavane,-20.3267,30.0665,53.13,87,100,11.59,ZW,overcast clouds
528,cole harbour,44.6724,-63.4751,39.7,95,100,9.22,CA,moderate rain
529,nuuk,64.1835,-51.7216,47.01,31,75,26.46,GL,broken clouds
530,san patricio,28.017,-97.5169,49.84,58,98,18.81,US,overcast clouds
531,livingston,55.9029,-3.5226,43.81,75,75,10.36,GB,broken clouds
532,lagos de moreno,21.35,-101.9167,79.83,20,2,7.47,MX,clear sky
533,nizhneudinsk,54.9076,99.0276,16.11,69,66,0.89,RU,broken clouds
534,gomez farias,23.05,-99.15,61.97,71,50,11.61,MX,scattered clouds
535,acapulco de juarez,16.8634,-99.8901,84.06,76,38,4.54,MX,scattered clouds
536,myitkyina,25.3833,97.4,66.15,75,7,2.26,MM,clear sky
537,dzuunharaa,48.8523,106.4579,20.5,92,63,6.04,MN,broken clouds
538,kapuskasing,49.4169,-82.4331,28.49,64,40,8.05,CA,scattered clouds
539,tripoli,32.8752,13.1875,80.47,50,12,13.29,LY,few clouds
540,taco pozo,-25.6167,-63.2833,72.18,64,89,13.35,AR,overcast clouds
541,farmington,36.7281,-108.2187,52.2,58,0,8.05,US,clear sky
542,cold lake,54.4502,-110.2017,28.35,50,40,5.75,CA,scattered clouds
543,pangody,65.85,74.4859,5.16,96,25,5.91,RU,scattered clouds
544,smithers,54.7804,-127.1743,37.72,56,20,2.3,CA,few clouds
545,morehead city,34.7229,-76.726,77.02,87,0,13.8,US,clear sky
546,sola,-13.8833,167.55,79.5,82,24,16.24,VU,few clouds
547,barra de santo antonio,-9.4047,-35.5072,76.28,79,68,3.85,BR,broken clouds
548,kuldiga,56.974,21.9572,49.69,93,100,6.53,LV,overcast clouds
549,fuling,29.7022,107.3919,61.93,83,66,2.68,CN,broken clouds
550,letlhakeng,-24.0944,25.0298,54.14,76,64,20.58,BW,broken clouds
551,pointe-noire,-4.7761,11.8635,80.67,89,75,12.66,CG,light rain
552,pass christian,30.3158,-89.2475,69.85,64,75,14.97,US,broken clouds
553,akureyri,65.6835,-18.0878,17.53,93,0,3.44,IS,clear sky
554,gonabad,34.3529,58.6837,62.92,35,81,2.04,IR,broken clouds
555,lupane,-18.9315,27.807,68.68,70,99,10.67,ZW,light rain
556,yelizovo,53.1873,158.3805,33.94,74,0,4.47,RU,clear sky
557,salinas,36.6777,-121.6555,81.63,20,0,8.05,US,clear sky
558,juticalpa,14.65,-86.2,91.54,89,100,1.77,HN,overcast clouds
559,hithadhoo,-0.6,73.0833,80.4,80,16,9.48,MV,few clouds
560,goz beida,13.95,20.55,84.52,17,55,6.96,TD,broken clouds
561,kilindoni,-7.9139,39.6668,79.38,81,89,12.28,TZ,overcast clouds
562,annau,37.8876,58.516,65.75,42,87,16.08,TM,overcast clouds
563,papao,-17.75,-149.55,82.08,80,0,18.63,PF,moderate rain
564,zhangye,38.9342,100.4517,47.46,27,13,4.09,CN,few clouds
565,manggar,-2.8833,108.2667,80.4,83,79,9.82,ID,broken clouds
566,colchani,-20.3,-66.9333,56.91,11,14,8.19,BO,few clouds
567,jiangyou,31.7667,104.7167,63.82,94,100,0.85,CN,overcast clouds
568,howrah,22.5892,88.3103,77.0,83,28,3.44,IN,haze
569,alenquer,-1.9417,-54.7383,82.58,60,83,3.51,BR,broken clouds
570,fisterra,42.9049,-9.2629,59.02,68,0,19.26,ES,clear sky
571,lefka,35.1106,32.8506,75.45,64,100,1.5,CY,overcast clouds
572,fruita,39.1589,-108.729,48.61,35,0,4.61,US,clear sky
573,dieppe,49.75,1.1667,48.02,93,98,1.99,FR,overcast clouds
574,las khorey,11.1595,48.1967,80.13,82,100,15.82,SO,overcast clouds
